,Polygon,Overpass
458,"['-101.3799254622826,81.47891438526577', '-101.1235616601466,82.78598611744326', '-109.8591764289996,82.73628653676035', '-108.8160053278081,81.43661039481106', '-108.0464045431592,80.13528088764366', '-101.5684728057754,80.17213105756692', '-101.3799254622826,81.47891438526577']",2020-04-05
459,"['-169.7934819131975,70.01245669418368', '-173.2947846933608,70.57063476915648', '-177.0513058325768,67.24258229560115', '-179.9598628483302,63.85617909461288', '-182.304503861338,60.43059490319816', '-184.2579330535779,56.97718395125969', '-184.3059298987296,56.88443448877558', '-182.0349638546132,56.50792972733007', '-179.811692999225,56.09097458910949', '-179.7534883019816,56.18227464125162', '-177.37916482001,59.57406085847397', '-174.5229334077318,62.91994849143449', '-170.9917358796656,66.20160771693828', '-166.4860931280143,69.38945728389419', '-169.7934819131975,70.01245669418368']",2020-04-05
460,"['176.0251220698115,52.86255577565215', '173.9419820494336,53.21625527505868', '173.3901542248352,51.93884219147423', '175.4163672878234,51.59177054522442', '177.4097733700021,51.21047729483484', '178.0722925935347,52.47313251624224', '176.0251220698115,52.86255577565215']",2020-04-05
461,"['163.750499802626,12.89928444154128', '162.4536201431932,13.18032815790097', '161.6653510816155,9.622212987580184', '161.5956184705668,9.305845472408242', '162.8757207764433,9.025116144117533', '164.1537247353416,8.739983732093382', '164.2256403617862,9.056184949540645', '165.0443049000139,12.61189724824964', '163.750499802626,12.89928444154128']",2020-04-05
462,"['162.224966812191,6.103370376806728', '160.9533502756352,6.384222527746077', '160.7135023600307,5.290962133352048', '161.9828362829423,5.009988166950296', '163.2510235586911,4.726581477806904', '163.4951818496207,5.819551823259175', '162.224966812191,6.103370376806728']",2020-04-05
463,"['160.0139638298902,-3.925797422819683', '158.7455011421697,-3.642322433057363', '157.9485764051852,-7.19845249048544', '157.1378108365156,-10.7521556155772', '156.6492164474811,-12.85533238974917', '157.9503942416754,-13.14436006145089', '159.2547412211184,-13.4268578728091', '159.7215703954412,-11.32163575448953', '160.5041726305248,-7.765256980933005', '161.283325337861,-4.207361927448184', '160.0139638298902,-3.925797422819683']",2020-04-05
464,"['155.8875996147944,-21.89369889134079', '154.5202546077251,-21.59587466444696', '153.5982411532654,-25.1317559155822', '152.6307817810312,-28.66101440882469', '151.6078596713827,-32.1825797894188', '150.5171602496411,-35.69521722483177', '149.3432755738911,-39.19745799600872', '148.0665798764498,-42.68749881776389', '147.5265535749374,-44.06732088071125', '149.2994961970906,-44.41858834958002', '151.0935083528442,-44.74219272866667', '151.5530986956965,-43.35271872555801', '152.6488535328328,-39.84157575925131', '153.6691569507188,-36.3221276351658', '154.6294827315891,-32.79542779683143', '155.5419853291261,-29.26236643117272', '156.4164197608778,-25.72372847692487', '157.2607863177796,-22.18023298185733', '155.8875996147944,-21.89369889134079']",2020-04-05
465,"['167.29611647676,71.4266080022857', '163.5881393952735,72.02205044463888', '159.3148412775851,68.72963059592411', '156.0740755479707,65.36610599320991', '153.5053962629825,61.95616941134396', '151.3947547648354,58.5140424961951', '149.6083390963902,55.04842388640756', '148.0586545718955,51.56491455647347', '146.6862307088084,48.06728918417038', '145.4492555428134,44.55820291729135', '144.7781610834986,42.50773583007597', '146.4834979775249,42.19508352012511', '148.1709321543304,41.85752281554338', '148.9544233380382,43.89471603828632', '150.4121540367746,47.37674963302685', '152.0472669738564,50.84063603454084', '153.9112654912486,54.28176571109544', '156.0761944925151,57.69364709427931', '158.6455940095605,61.0668176556246', '161.772688051957,64.38696401383896', '165.6912720334101,67.63153855876166', '170.7684062877716,70.76341733929758', '167.29611647676,71.4266080022857']",2020-04-06
466,"['137.9616036299986,10.18702044841388', '136.6771435258722,10.46778524940838', '136.4359711527141,9.374708894304726', '137.7163142956032,9.09397896111925', '138.9945423246005,8.808811862660894', '139.2436799444056,9.901275592692345', '137.9616036299986,10.18702044841388']",2020-04-06
467,"['135.7188364996235,0.06822519572063712', '134.4538758161573,0.3502513535252624', '133.6672996199563,-3.207747943345949', '132.8717615434373,-6.764125192345881', '132.0629311054075,-10.31816431356989', '131.2361336909212,-13.86912807382852', '130.3861949419911,-17.41625019148495', '129.507246852209,-20.95872594134372', '128.5924910348793,-24.49569542644579', '127.6338950870697,-28.02622134106266', '126.6217896067028,-31.5492572949542', '126.2129733192617,-32.91146661035261', '127.7308924601595,-33.22848300310635', '129.2598814767306,-33.52700145983167', '129.622146900617,-32.15986108240942', '130.5271368273565,-28.62574024718474', '131.3956123360459,-25.08617618245683', '132.2353112676226,-21.54187923755965', '133.0527492348275,-17.99352465149982', '133.8535461704129,-14.44176978725644', '134.6426730412237,-10.88726590112095', '135.4246348104363,-7.330666303254246', '136.2036501627274,-3.77263168494332', '136.9837816592649,-0.2138340556939103', '135.7188364996235,0.06822519572063712']",2020-04-06
468,"['155.0368315930697,76.59930638923721', '150.4706571676758,77.40876739734813', '142.5750899029669,74.37473254591637', '137.1562388915796,71.16212710680534', '133.2028118044063,67.84763332146736', '130.1667666417107,64.47001851170326', '127.7356336778891,61.05049261064476', '125.7212136732355,57.601479387575', '124.0043755894527,54.13068716366616', '122.5063790093597,50.64314156362043', '121.1732023990344,47.14226845515738', '119.96656198876,43.63050382363176', '118.8585404631404,40.10965382295427', '117.8282346712432,36.58111690209056', '116.8596598737274,33.04602133820557', '115.940286593113,29.50531975470885', '115.0600828398755,25.95984946668464', '114.2108434812041,22.41037346102792', '113.3857068837741,18.85760851036723', '112.5787996145183,15.30224438632262', '111.7849678622267,11.74495695669692', '110.999567822782,8.18641707373364', '110.2182957639194,4.627296621263673', '109.4370434681331,1.068272815338341', '108.6517680261674,-2.489968076718363', '107.8583767275678,-6.046729304184377', '107.3764497262423,-8.180787750443171', '108.6566201359326,-8.466588718102475', '109.9387657798473,-8.748237180078396', '110.4070936678846,-6.612865101713645', '111.1860072563173,-3.054622016148263', '111.9668506133854,0.5042468588478539', '112.7536668233188,4.063051785244724', '113.5506100249986,7.621084787134972', '114.3620834339576,11.17761579058852', '115.1928778355264,14.73188705115854', '116.0483371721802,18.28310509448941', '116.9345605534735,21.83042896260706', '117.8586569240467,25.37295320581201', '118.829075426936,28.90968346482868', '119.8560445898593,32.43950155559811', '120.9521692744907,35.96111549577275', '122.1332569904305,39.47298771262964', '123.4194874934058,42.97323085156474', '124.8371420794483,46.45945079380875', '126.4211017193232,49.92851459486809', '128.218695532102,53.3761881630576', '130.2956943604811,56.79656012183582', '132.7459293941225,60.18109329013823', '135.7071613505445,63.51700359806393', '139.3878993691764,66.78437451862713', '144.113233226959,69.95080360145819', '150.4009960714201,72.96111944439082', '159.0694249464128,75.71749801447459', '155.0368315930697,76.59930638923721']",2020-04-06
469,"['136.2541758244576,78.08133144059995', '131.5298757973499,78.99179241730218', '126.0700532650386,77.6361872498904', '130.6671180095391,76.81371131044836', '134.710743263684,75.91928701356447', '140.2935879674091,77.10370862616122', '136.2541758244576,78.08133144059995']",2020-04-06
470,"['124.5076123424825,74.91079340176476', '120.2201106793332,75.63221749134732', '113.9575975146878,72.47939634433392', '109.4956277095135,69.20003333040033', '106.1353766744954,65.84472720750803', '103.4871403686908,62.44031746981804', '101.321257186917,59.00211975773586', '99.49513903470353,55.53942815009535', '97.91610632457019,52.05818622554723', '96.52148732782457,48.56237479188838', '95.26742494601933,45.05477683183391', '94.12229324989784,41.53742096975873', '93.06266821857049,38.01184977311142', '92.07077315001872,34.4792879841534', '91.13279183579074,30.94075198033992', '90.23779166383486,27.39711890683273', '89.37689565615575,23.84917780622632', '88.65756712825865,20.79245664066341', '90.00733898232267,20.50898470523904', '91.35182408943395,20.21516433396959', '92.12920519183867,23.26661253233523', '93.07096680344498,26.80691469935751', '94.06295201471582,30.34098705334696', '95.11626871100231,33.86764807218044', '96.24469389461703,37.38551707902262', '97.46565344501251,40.89292905644815', '98.80155860231845,44.38781334735963', '100.2818057222676,47.86751073035827', '101.9457599739564,51.32849520691313', '103.8473393084868,54.76593876517087', '106.062249872853,58.17300924158425', '108.699730056436,61.53969726293568', '111.9221310558672,64.85077872113837', '115.9782389590339,68.08212595834661', '121.2599800984027,71.19375923831424', '128.3931533204194,74.11638361559635', '124.5076123424825,74.91079340176476']",2020-04-06
471,"['72.06594893334803,-48.7598830172435', '70.15095053349195,-48.3883025943514', '69.14693792376585,-50.48481973229011', '71.14284318886227,-50.86835925058931', '73.17094599272407,-51.21740966921384', '74.00879942211623,-49.09936883267928', '72.06594893334803,-48.7598830172435']",2020-04-06
472,"['111.9640272707874,78.25160602389477', '107.2341790685617,79.17555898289199', '96.86148393774046,76.33103917945157', '90.03022012152565,73.21910002187696', '85.23151910594592,69.96311573395694', '81.66024988487204,66.62231701325337', '78.87274644133341,63.22755131116372', '76.61082755961026,59.79614769327351', '74.71609226915447,56.33847683733835', '73.08658184144971,52.86109813929198', '71.65393664803284,49.36836044414717', '70.37067546238792,45.86327468411983', '69.20278373290718,42.34801462989022', '68.12521685165086,38.82421707988414', '67.11907123041299,35.29316865213213', '66.16974616011648,31.75592565041731', '65.26571410566241,28.21339290281689', '64.39767349353633,24.66637670188207', '64.22412575081464,23.94165277128879', '65.60442916459149,23.65633819656424', '66.97835480413787,23.35891001767639', '67.16726374155191,24.08220627541337', '68.11971489467958,27.62117070172706', '69.12474563336424,31.15364783264667', '70.19401350150226,34.678416082737', '71.34204509149933,38.19403749611558', '72.58726896428118,41.69876650527844', '73.95349924428649,45.19041585710671', '75.47211715621712,48.66615584794825', '77.18535716500999,52.12220668495041', '79.1513864477338,55.5533539833898', '81.45237384171162,58.95216111914432', '84.20766720778087,62.30764242331395', '87.59587143361543,65.60293946782581', '91.8926332295223,68.811056000836', '97.53436616433774,71.88678720905253', '105.2168076013187,74.75103585442126', '115.9899049973029,77.26154914709223', '111.9640272707874,78.25160602389477']",2020-04-06
473,"['55.52998326610481,-20.48839541441797', '54.17583875058186,-20.19226774399454', '53.90140541147868,-21.27970331763996', '55.26568479140125,-21.57713469757941', '56.63569476136668,-21.86345768996146', '56.88948623408799,-20.77403349847239', '55.52998326610481,-20.48839541441797']",2020-04-06
474,"['103.4229176089595,80.41072401042717', '99.38970188445444,81.55597111468875', '82.57782403937746,79.28004308420925', '72.01812427120829,76.45036268686143', '65.08106701933777,73.34608674983926', '60.22017320840024,70.09443509198761', '56.61020929420704,66.75629853735396', '53.79732834995505,63.36328758534856', '51.51804382609705,59.93310695216685', '49.61096175338387,56.47633406732755', '47.97240221748471,52.99964303649057', '46.53296057284931,49.50745044068818', '45.24449307612275,46.0028089584054', '44.07254486902045,42.4879192070297', '42.99176801921573,38.96443562018455', '41.98307446800557,35.4336547533386', '41.03171874365955,31.89664043003175', '40.12606904073766,28.35430242265709', '39.25674986449181,24.80745011304365', '38.41603823058315,21.25682888516342', '37.59742755862518,17.70314496935283', '36.79530428383668,14.14708241505371', '36.00470098417019,10.58931464334297', '35.22110145865985,7.030512281835205', '34.44027805826845,3.471348848778764', '33.65816039362615,-0.08749603865094727', '32.87070533494178,-3.6453335387096', '32.07377072275905,-7.20146184153776', '31.26299147816529,-10.75516259530924', '30.43364029347073,-14.30569553319109', '29.58046641245505,-17.85229069921988', '28.69750069672161,-21.39413715093702', '27.77781132914891,-24.93036666298846', '26.81318852655344,-28.46003040407406', '25.79372729267833,-31.98206569860779', '24.94045700301076,-34.7622023521858', '26.49193332820726,-35.08356939177799', '28.05567284878834,-35.38509333556314', '28.80853842662456,-32.59419369982982', '29.71864049932653,-29.06079443829234', '30.59117003905535,-25.52186084662827', '31.43404288114808,-21.9781091971856', '32.25390574714866,-18.4302180337808', '33.0564724331843,-14.8788462416039', '33.84677934192875,-11.32464540044094', '34.6293862082847,-7.768268191680071', '35.40854007045994,-4.210374140187779', '36.18831569210953,-0.6516336741522899', '36.97274265158563,2.907268686869851', '37.76592820070386,6.465631286276623', '38.57217958569185,10.02273172308984', '39.39614372126435,13.57782197837184', '40.24296477784862,17.13012126835112', '41.11847161258183,20.67880563593913', '42.02941318252208,24.2229928511561', '42.98376126887631,27.76172068465701', '43.99110986390679,31.2939158166757', '45.06321422097667,34.8183493759859', '46.21473410771613,38.33357307734584', '47.46428040426945,41.83782662122496', '48.83590864181565,45.32890260526659', '50.3613643960722,48.80394017907235', '52.08340650509499,52.25911310678436', '54.06097649894719,55.6891364275033', '56.37742540262767,59.086462622528', '59.15396192601381,62.43992540058618', '62.57222071966267,65.7323579050106', '66.91278508701031,68.93623193424989', '72.62027101191288,72.00536258557359', '80.403102671817,74.85881124584904', '91.32524557899707,77.35097074077821', '106.5900416772712,79.22916557448755', '103.4229176089595,80.41072401042717']",2020-04-06
475,"['101.7261204146987,81.45740777897801', '100.9573486628891,82.76070777808411', '75.50316491905957,81.665781679752', '58.2138939435295,79.43810583857255', '47.36038282244518,76.63188774485836', '45.11424791514127,75.80035169979891', '49.42960804305713,75.07151033701679', '53.3322465153973,74.26959901397949', '55.78947457978729,75.0224169321302', '66.94325411670158,77.4857885801914', '82.4961909168176,79.31577107981434', '102.2924225757406,80.15340253037422', '101.7261204146987,81.45740777897801']",2020-04-06
476,"['40.01609744821604,70.57412448595505', '36.43498770950519,71.1463721636389', '32.48702928942345,67.83150189938681', '29.45450864913214,64.45364452217004', '27.02575760681527,61.03395223370914', '25.01301189711188,57.58481871911932', '23.29738923481858,54.11393559942', '21.80029844999966,50.62631873735027', '20.46781140219846,47.12538805492233', '19.2617049273962,43.61357579967666', '18.15410228591373,40.0926857209348', '17.12414026467689,36.56411398629879', '16.1558284140352,33.02898937386733', '15.23666469532722,29.48826298166997', '14.35662731280907,25.94277168890103', '13.507518611406,22.39327820789251', '12.68248246436217,18.84049914662629', '11.87564947537898,15.28512418681267', '11.0818687414456,11.7278291568144', '10.29649846952235,8.169284903287744', '9.515236194496781,4.610163327364323', '8.733974657241987,1.051141621674826', '7.948671500107443,-2.507094135563198', '7.761674018408826,-3.34949297143322', '9.029665267818858,-3.632843144178185', '10.29848761755855,-3.914426014201594', '10.48295434373469,-3.071752980777802', '11.26378070065141,0.4871145361954973', '12.05055814846303,4.04592144628993', '12.84744194451482,7.603959890630017', '13.6588340943017,11.16049991495147', '14.4895231461219,14.7147839233411', '15.3448499335572,18.26601863545554', '16.23090937654746,21.81336335397458', '17.15480484731286,25.35591298637511', '18.12497810019137,28.89267366921977', '19.15164783356883,32.42252791290964', '20.24740572792882,35.94418471481251', '21.4280336040442,39.4561084465064', '22.71370100549642,42.9564128356127', '24.1306480477044,46.44270706788194', '25.71370640963761,49.91186248539373', '27.5101331516825,53.35965144552643', '29.58559106701621,56.78017251527844', '32.03374478682535,60.16490430573414', '34.99209076624568,63.50108871675929', '38.66870735940196,66.76885365269658', '43.38796970667232,69.93587595367092', '40.01609744821604,70.57412448595505']",2020-04-06
477,"['81.30711109575533,81.48051422175944', '81.37186999547353,82.78786828240688', '54.71637647484916,81.9913289347369', '35.82504516957683,79.93431690916302', '23.95079053551076,77.21127119078523', '16.2701520060288,74.16134964456502', '10.97565843787659,70.94000862769761', '7.098243706883535,67.62027727877211', '4.111278101748045,64.23928000119022', '1.713365360858349,60.81742964124098', '-0.2776734845512134,57.36673357290068', '-1.97752062759712,53.89466846930462', '-3.462844043474811,50.40612428746808', '-4.786366661825023,46.90444412007906', '-5.985549667536921,43.392013275232', '-7.087722250748892,39.87060255191047', '-8.113379955930677,36.34158741191781', '-9.078250120036014,32.80608285074099', '-9.994670040360457,29.26503222900514', '-10.87252899517109,25.71926667057555', '-11.71992738724884,22.1695452387481', '-12.54364971540403,18.61658233303719', '-13.34951287484697,15.06106641182013', '-14.14262997288209,11.5036727513127', '-14.92761769615885,7.94507219594324', '-15.10657811559691,7.130587552057541', '-13.83312566583983,6.849795055245598', '-12.56125032207303,6.565670749925642', '-12.37796764816847,7.379842436901337', '-11.56762490996063,10.93649889952949', '-10.7383018628441,14.49094801536031', '-9.884698113456642,18.04239906444991', '-9.000773126596029,21.59001478782167', '-8.079495897673819,25.13289479740194', '-7.11252063436927,28.67005174539828', '-6.089756277826622,32.20037724474952', '-4.998782248960042,35.72259310290097', '-3.824038496130454,39.23518113833322', '-2.545678740318125,42.73628108812711', '-1.137913149500011,46.22353998446987', '0.4334377660723203,49.69388614010955', '2.214712535327373,53.14317429148048', '4.270178924320518,56.56563143768118', '6.691353375085178,59.95293986617457', '9.612327659832763,63.29267589755915', '13.23563523658193,66.56553865596797', '17.87645657807491,69.74022270852278', '24.0363943045249,72.76358746372748', '32.50993986973764,75.54161855482359', '44.44471827289033,77.90525712261403', '60.92758274091131,79.5698993111952', '81.25949505460274,80.17352506353012', '81.30711109575533,81.48051422175944']",2020-04-06
478,"['56.29290169343019,81.48085454861479', '56.38592195053816,82.78826833877388', '29.69546490649993,82.00148843061139', '10.74873879924224,79.95064652013778', '3.043905016527902,78.3930308417176', '7.727237120363506,77.52379207816699', '11.78621777028969,76.58469444738329', '19.36322907928969,77.91895936040905', '35.87727386229427,79.57776468512232', '56.22450037739846,80.17382101204662', '56.29290169343019,81.48085454861479']",2020-04-06
479,"['-8.328401844722961,71.7666058705948', '-12.08889322296878,72.37198150584119', '-13.87137988696605,71.17741157559016', '-10.28588144517139,70.60437992677036', '-6.910490794742991,69.96528418400645', '-4.815364638510952,71.0928083747098', '-8.328401844722961,71.7666058705948']",2020-04-06
480,"['-14.95402844281965,67.11035640690591', '-18.08875201452333,67.60814587865536', '-21.07314191387421,64.22697117628066', '-21.91680609452385,63.10345591305511', '-19.21763631196381,62.67014233213203', '-16.60154288228976,62.18666988957541', '-15.57417573939926,63.28070557065032', '-11.95388819007257,66.55385685999356', '-14.95402844281965,67.11035640690591']",2020-04-06
481,"['-30.02886782565514,41.35363938333905', '-31.7122302365158,41.66415030248146', '-32.77460731617001,38.13885265655927', '-32.92671483903986,37.61283717044639', '-31.33723029691569,37.3110818541257', '-29.76128389248323,36.98832520216516', '-29.58722429582111,37.51193067121509', '-28.36254561968949,41.01893024055756', '-30.02886782565514,41.35363938333905']",2020-04-06
482,"['-40.93601229839257,-1.89058543631623', '-42.20190089321751,-1.607916661997815', '-42.99289063485072,-5.165110480345071', '-43.79518978103295,-8.72029043832173', '-44.613300107097,-12.27272959778994', '-45.45215119982875,-15.8216761389439', '-46.31727445734818,-19.36634423494986', '-47.21501690969314,-22.90590082564744', '-48.1528127510412,-26.43944660817166', '-48.98060081880539,-29.41153688706', '-47.51857484591509,-29.72139128057871', '-46.04741919691846,-30.01514590780226', '-45.30207406681393,-27.03466990728137', '-44.4474095981063,-23.49289223070116', '-43.61846327691587,-19.94668843052455', '-42.80915796509457,-16.39672398348641', '-42.01419510527153,-12.84365235683752', '-41.22883315947426,-9.288124921680419', '-40.44870978185229,-5.730797699463661', '-39.66969272127111,-2.172336033687503', '-40.93601229839257,-1.89058543631623']",2020-04-06
483,"['30.92068428807319,81.48042701099132', '30.97897300226139,82.78776576503732', '4.331529586062033,81.98899670104716', '2.302361841170413,81.84705894783663', '6.017414411343057,80.66717865962757', '8.895309971164009,79.45777453511514', '10.54944312452453,79.56809311834229', '30.8778270805293,80.17344922185461', '30.92068428807319,81.48042701099132']",2020-04-06
484,"['-7.19026671315684,79.33281774476919', '-11.82405735078863,80.35429629717616', '-24.7005165936032,77.71556730930493', '-32.95051546417271,74.70791125034299', '-38.57352595919505,71.50968440765557', '-42.65110996961925,68.20374957954097', '-45.76695385875168,64.83162901180295', '-48.25189237580208,61.41585997380636', '-49.32484987573408,59.69283184964663', '-46.8805199707933,59.29410411517505', '-44.49664504272866,58.85083148349708', '-43.19003997929471,60.53858220578567', '-40.16375885594924,63.8683113416343', '-36.389971607501,67.12677544909447', '-31.52733968654717,70.27975892755995', '-25.03152293263291,73.26872469610107', '-16.04623514518262,75.98952852689844', '-3.378406740860139,78.25546971467576', '-7.19026671315684,79.33281774476919']",2020-04-06
485,"['-51.44176230440245,50.97511844250497', '-53.44174418905951,51.31918366815464', '-54.80345495336208,47.82067698239597', '-55.44442015144762,46.03253670207872', '-53.63671104978462,45.70950633764189', '-51.85116635001227,45.35840598397872', '-51.09433943415514,47.13224074831783', '-49.47318738510251,50.59753614220092', '-51.44176230440245,50.97511844250497']",2020-04-06
486,"['-61.31338762362849,19.37732902414288', '-62.65349432772893,19.6602692080586', '-63.46404954718352,16.10543288865129', '-64.26041570795714,12.54852130729592', '-65.04733582368789,8.990205850777894', '-65.82917712778426,5.431157756926325', '-66.61008007153158,1.87205268658583', '-67.39409007399433,-1.686425843906503', '-68.18528112585869,-5.24358341235438', '-68.98787931796022,-8.798711309551914', '-69.80639338243488,-12.35108159412254', '-70.64576243715159,-15.89994215789724', '-71.51153332869065,-19.44450647102698', '-72.4100738706121,-22.98394026074712', '-73.34884584349059,-26.51734251536046', '-74.33676155035148,-30.0437181298139', '-75.38466055661111,-33.56193893560666', '-76.50596112228145,-37.07068802023178', '-77.71756918609337,-40.56837953756605', '-79.04117386933505,-44.05304174355113', '-79.10515159069608,-44.21292671698794', '-77.3278958977556,-44.56479766198063', '-75.5293794437261,-44.88886584508851', '-75.47508176229576,-44.72780938290622', '-74.34452871667855,-41.22026403432587', '-73.29668102666643,-37.70393777456498', '-72.31442498378884,-34.17996979699756', '-71.38443268061072,-30.64930616212077', '-70.49609704611098,-27.11276758726897', '-69.64079286417021,-23.57109521372778', '-68.81135087812351,-20.02498183833783', '-68.0016738911602,-16.47509332458128', '-67.20644879707952,-12.92208326681043', '-66.42092213018329,-9.366602972213212', '-65.64072297958825,-5.809308276645322', '-64.86172178577175,-2.250864350252006', '-64.07988385672327,1.308050978199733', '-63.29115228806305,4.866744152387228', '-62.49132493636489,8.424502626034089', '-61.67592392635596,11.98059062992184', '-60.84004910036024,15.53424315481337', '-59.97820517929849,19.08465717298736', '-61.31338762362849,19.37732902414288']",2020-04-06
487,"['-8.478337821870339,81.2341892556756', '-10.8080167575417,82.49974756004524', '-33.11993698453732,80.86911344231643', '-47.44854415351392,78.35782587606531', '-56.53298440720375,75.41320535541587', '-62.63339635961984,72.24882426889198', '-66.99852215496595,68.96275618815753', '-70.29754887381428,65.60323921413843', '-72.90508475584319,62.19600362035644', '-75.04274396352353,58.75580043817622', '-76.84859914222727,55.2916170854003', '-78.41266647862963,51.80922099610886', '-79.79597559334816,48.3124871437941', '-81.0413315015127,44.80413264260952', '-82.17966342997033,41.28614402585525', '-83.23393193998444,37.76003714414725', '-84.22157738071887,34.22701831071056', '-85.15615523500888,30.6880906833294', '-86.04844582853019,27.14412476712692', '-86.90720262007186,23.59590469508837', '-87.73969099564718,20.04416016112693', '-88.55208085638076,16.4895882387296', '-89.34974052362971,12.93286827337271', '-89.57522774070112,11.91813266266368', '-88.28452438269282,11.63725368311276', '-86.99656947921318,11.35066880978616', '-86.76152453422125,12.36463732471535', '-85.92312179840701,15.91797944962139', '-85.05811301772341,19.46799356640986', '-84.16009341958986,23.01381939062218', '-83.22154789682065,26.55452494670544', '-82.23348863086015,30.08907904767333', '-81.18496967620625,33.61631195347508', '-80.06242246103679,37.13485897940394', '-78.84873282981496,40.64307948552867', '-77.52190652732189,44.13893738322694', '-76.05312370912854,47.61982288171862', '-74.40385879152392,51.08228393468242', '-72.52143240861786,54.52160469170252', '-70.33201426811829,57.93112766822377', '-67.72928846168534,61.30112427725312', '-64.55558929611105,64.61683866551201', '-60.56983169707308,67.85495674377084', '-55.39285431380757,70.97696991572329', '-48.41924329119161,73.91633588703243', '-38.70937180351027,76.5539650536781', '-25.03401790394814,78.67811039234819', '-6.73507906228696,79.95835014799127', '-8.478337821870339,81.2341892556756']",2020-04-06
488,"['-90.51248155820147,1.622893206058923', '-91.77777634061201,1.904500379696408', '-92.5617398304973,-1.653987058677781', '-92.67908834584681,-2.184224671951221', '-91.41263647255175,-2.467107461310189', '-90.14562164436445,-2.748791497697364', '-90.02943934820493,-2.218417517349752', '-89.24755615026558,1.340498955008103', '-90.51248155820147,1.622893206058923']",2020-04-06
489,"['-19.30029467127221,81.48071701411689', '-19.21936699358774,82.78810666671323', '-45.89489714614398,81.99714504786405', '-64.8179266480463,79.94366347906437', '-76.71297537781402,77.2223385897946', '-84.40539203813673,74.1732850545153', '-89.70670830088402,70.95242243013001', '-93.58830028192689,67.63297860369437', '-96.57796706653029,64.2521674023043', '-98.97771041405204,60.8304451566738', '-100.9700390038674,57.37984200114753', '-102.6708241967758,53.90784728993861', '-104.1568477932567,50.41935841473558', '-105.480913767029,46.91772372411388', '-106.6805124843071,43.40533003311167', '-107.7830086963706,39.88395039829101', '-108.8089227165526,36.35496172952652', '-109.7739969645478,32.81947981032582', '-110.6905795511176,29.27844851766434', '-111.568567617211,25.73269930926629', '-112.3259453328482,22.56581770616248', '-110.9596596626326,22.28137678806602', '-109.5992589130135,21.98560298367628', '-108.775227227845,25.146298388822', '-107.8080613218235,28.68343166064808', '-106.7850642613572,32.21372901400304', '-105.6938052925984,35.73591150203717', '-104.518710573292,39.24845987175905', '-103.2399148610326,42.7495123241047', '-101.8315997160167,46.23671346996763', '-100.2595448090201,49.70698795819011', '-98.47736726133374,53.15618667751896', '-96.42071055388378,56.57852846826641', '-93.99793089700233,59.96568356619951', '-91.07473484196493,63.30520852061027', '-87.4482606892492,66.57776871898102', '-82.80278374752508,69.7519986852067', '-76.63580869029052,72.77464677224421', '-68.15152720484446,75.55148989500563', '-56.20120566081634,77.91310068351251', '-39.70049302196121,79.5744026352815', '-19.35980249365979,80.17370141458899', '-19.30029467127221,81.48071701411689']",2020-04-06
490,"['-111.6248207893485,19.53717082739203', '-112.9662527895022,19.82018221226733', '-113.2172961092483,18.72855279570741', '-111.8846537959728,18.44600252289996', '-110.5566476276986,18.15422192741153', '-110.2883633987236,19.24434117439644', '-111.6248207893485,19.53717082739203']",2020-04-06
491,"['-29.65432205499803,81.18084490295421', '-27.11801920360799,82.43774562373459', '-55.00027710000802,82.67990869809078', '-79.16814338503319,81.33880374752695', '-95.10988651250486,78.9775874079245', '-105.1434688793078,76.10637020840778', '-111.7827839836932,72.98057839625419', '-116.4683058622334,69.71672334707809', '-119.9689456491671,66.3710682445152', '-122.71004560428,62.97309407698955', '-124.9400405202465,59.5394367182378', '-126.8120199134867,56.08010573686963', '-128.4248238192286,52.60145328046927', '-129.8449040808462,49.1077044942632', '-129.8482766182574,49.09889549194917', '-127.9354910480003,48.76459825218122', '-126.0497055647149,48.39918759297257', '-126.045696077523,48.40791565500894', '-124.3487229277993,51.86559146374527', '-122.4039972942495,55.29881665190337', '-120.1315119886849,58.70035723993639', '-117.4153056270065,62.05955538499469', '-114.0822141609607,65.36010064428757', '-109.8656762684473,68.57597472104766', '-104.3441987891269,71.66374124776351', '-96.84533102787709,74.54762955836', '-86.34587376166745,77.09147816036564', '-71.62017816787687,79.05663521872863', '-52.41920276629632,80.09334041212809', '-31.55896864187218,79.91156094510275', '-29.65432205499803,81.18084490295421']",2020-04-06
492,"['-143.4397714310736,-10.02004825767177', '-144.7258871983115,-9.733274294355995', '-145.0754939330599,-11.25171762136802', '-143.7825789819956,-11.53953653313971', '-142.4869173919838,-11.82165110097624', '-142.1512959825672,-10.30188952099034', '-143.4397714310736,-10.02004825767177']",2020-04-06
493,"['-144.3462480113976,-14.01224422016004', '-145.652367558671,-13.72251582055468', '-146.5012387614291,-17.26981244861146', '-147.1567342458486,-19.92860258388084', '-145.8049524183853,-20.22442499672058', '-144.4479001380508,-20.50990642470571', '-143.8369449784431,-17.84687263674416', '-143.0367240014514,-14.29499129100732', '-144.3462480113976,-14.01224422016004']",2020-04-06
494,"['-146.605172708328,-23.49296125288248', '-147.9888611868097,-23.193051739004', '-148.2733216526694,-24.27896889445553', '-146.8776960252269,-24.58039565497312', '-145.4752268330564,-24.86895354379054', '-145.2150595249634,-23.78064884718768', '-146.605172708328,-23.49296125288248']",2020-04-06
